"http://www.dailymail.co.uk/news/article-4168636/Panama-s-ex-dictator-Manuel-Noriega-released-jail.html", "URL"
"http://www.cnn.com/2013/08/19/world/americas/manuel-noriega-fast-facts/", "URL"
"http://www.cnn.com/2017/03/07/world/manuel-noriega-critical-condition-surgery/", "URL"
"http://www.bbc.com/news/world-latin-america-15853540", "URL"
"http://www.aljazeera.com/news/2017/03/panama-dictator-manuel-noriega-critical-condition-170308151107392.html", "URL"
"http://www.biography.com/people/manuel-noriega-37714", "URL"
"https://www.google.com/webhp?hl=en&sa=X&ved=0ahUKEwjD2fTv8p_TAhXlx4MKHRzmB-QQPAgD#hl=en&q=gran+torino", "URL"
"http://www.imdb.com/title/tt1205489/", "URL"
"https://en.wikipedia.org/wiki/Gran_Torino", "URL"
"https://www.amazon.com/Gran-Torino-Widescreen-clint-eastwood/dp/B001KVZ6F2", "URL"
"https://www.rottentomatoes.com/m/gran_torino/", "URL"
"http://www.rogerebert.com/reviews/gran-torino-2008", "URL"
"Donald Trump", "TEXT"
"Lebron James", "TEXT"
"MATMSG\nTO: saitama.ohiostate@gmail.com;\nSUB:QR6;\nBODY:Messi is better than Ronaldo.\n[Insert comments here and hit Send to contact the author];;", "EMAIL"
"MATMSG\nTO: saitama.ohiostate@gmail.com;\nSUB:QR7;\nBODY:There are 50 states in the USA.\n[Insert comments here and hit Send to contact the author];;", "EMAIL"
"MATMSG\nTO: saitama.ohiostate@gmail.com;\nSUB:QR8;\nBODY:OSU > Michaigan.\n[Insert comments here and hit Send to contact the author];;", "EMAIL"

